date;week;weekday;value;target;category;place
29/10/13 00:00;3;2;392,41;За октябрь;Проценты по кредиту;Россия
29/10/13 00:00;3;2;3024,1;;Коммунальные платежи;Россия
29/10/13 00:00;3;2;248,4;;Корректировка;Россия
30/10/13 00:00;3;3;86;;Обед;Россия
30/10/13 00:00;3;3;112;4 жетона;Проезд;Россия
30/10/13 00:00;3;3;489,5;;Ремонт;Россия
31/10/13 00:00;3;4;25;;Продукты;Россия
31/10/13 00:00;3;4;100;;Прочие расходы;Россия
31/10/13 00:00;3;4;108,8;;Продукты;Россия
31/10/13 00:00;3;4;500;;Кафе и рестораны;Россия
01/11/13 00:00;3;5;200;;Подарки;Россия
01/11/13 00:00;3;5;20000;400 евро;Прочие расходы;Россия
01/11/13 00:00;3;5;17680;;Прочие расходы;Россия
01/11/13 00:00;3;5;5000;Оплата долга;Прочие расходы;Россия
01/11/13 00:00;3;5;700;Снятие денег в сбере;Прочие расходы;Россия
01/11/13 00:00;3;5;684;;Прочие расходы;Россия
01/11/13 00:00;3;5;100;Комиссия за снятие в сбере;Комиссия банка;Россия
02/11/13 00:00;3;6;82;;Продукты;Россия
02/11/13 00:00;3;6;153,2;;Продукты;Россия
02/11/13 00:00;3;6;100;;Прочие расходы;Россия
02/11/13 00:00;3;6;27;;Проезд;Россия
02/11/13 00:00;3;6;50;;Проезд;Россия
02/11/13 00:00;3;6;936;Бургер кинг;Кафе и рестораны;Россия
02/11/13 00:00;3;6;100;;Продукты;Россия
02/11/13 00:00;3;6;648;Аэропорт-вокзал ;Проезд;Италия
03/11/13 00:00;3;7;1134;Завтрак;Кафе и рестораны;Италия
03/11/13 00:00;3;7;972;Коллизией и форум;Билеты;Италия
03/11/13 00:00;3;7;324;Швепс и минералка;Продукты;Италия
03/11/13 00:00;3;7;243;4 билета;Проезд;Италия
03/11/13 00:00;3;7;2389,5;Обед в ЗАхе хадид;Кафе и рестораны;Италия
03/11/13 00:00;3;7;121,5;2 билета;Проезд;Италия
03/11/13 00:00;3;7;93,15;Пиво с филомено;Продукты;Италия
03/11/13 00:00;3;7;222,75;Мороженое;Продукты;Италия
03/11/13 00:00;3;7;805,95;Спар;Продукты;Италия
03/11/13 00:00;3;7;60,75;;Проезд;Италия
04/11/13 00:00;4;1;396,9;Alberobello;Билеты;Италия
04/11/13 00:00;4;1;262,44;Пр;Прочие расходы;Италия
04/11/13 00:00;4;1;4131;Alberobello;Гостиница;Италия
04/11/13 00:00;4;1;486;Майка;Одежда, обувь, аксессуары;Италия
04/11/13 00:00;4;1;324;Специи;Подарки;Италия
04/11/13 00:00;4;1;2916;Ресторан;Кафе и рестораны;Италия
05/11/13 00:00;4;2;356,4;Сыр;Продукты;Италия
05/11/13 00:00;4;2;396,9;Альберобелло-Бари ;Проезд;Италия
05/11/13 00:00;4;2;4050;Номер в Риме ;Гостиница;Италия
05/11/13 00:00;4;2;405;Номер в альберобелло;Гостиница;Италия
05/11/13 00:00;4;2;141,75;Макароны;Сувениры;Италия
05/11/13 00:00;4;2;162;Музей в альберобелло;Билеты;Италия
05/11/13 00:00;4;2;162;Емкость для зубочисток;Сувениры;Италия
05/11/13 00:00;4;2;64,8;Салфетки;Прочие расходы;Италия
05/11/13 00:00;4;2;943,65;Обед в Бари ;Кафе и рестораны;Италия
05/11/13 00:00;4;2;891;Кофейник;Подарки;Италия
05/11/13 00:00;4;2;32,4;Туалет;Прочие расходы;Италия
05/11/13 00:00;4;2;1984,5;Неаполь ;Гостиница;Италия
06/11/13 00:00;4;3;121,5;Налог в Неаполе ;Гостиница;Италия
06/11/13 00:00;4;3;40,5;Кофе;Кафе и рестораны;Италия
06/11/13 00:00;4;3;40,5;Хлеб;Продукты;Италия
06/11/13 00:00;4;3;891;Лимончелоо;Прочие расходы;Италия
06/11/13 00:00;4;3;105,3;Баба;Кафе и рестораны;Италия
06/11/13 00:00;4;3;60,75;Точилка;Прочие расходы;Италия
06/11/13 00:00;4;3;3645;Обувь ;Одежда, обувь, аксессуары;Италия
06/11/13 00:00;4;3;1002,78;;Продукты;Италия
06/11/13 00:00;4;3;40,5;Магнит;Сувениры;Италия
06/11/13 00:00;4;3;891;Паста;Кафе и рестораны;Италия
06/11/13 00:00;4;3;121,5;Кабель для айфона;Электроника;Италия
07/11/13 00:00;4;4;1162,35;Паром в искью;Проезд;Италия
07/11/13 00:00;4;4;202,5;Кофе и коретто;Кафе и рестораны;Италия
07/11/13 00:00;4;4;121,5;Сережки;Сувениры;Италия
07/11/13 00:00;4;4;81;Чашки;Сувениры;Италия
07/11/13 00:00;4;4;810;Мокасины;Одежда, обувь, аксессуары;Италия
07/11/13 00:00;4;4;405;Кеды ;Одежда, обувь, аксессуары;Италия
07/11/13 00:00;4;4;405;Ipad;Электроника;Россия
07/11/13 00:00;4;4;590,085;Кофе и коретто на пароме ;Кафе и рестораны;Италия
08/11/13 00:00;4;5;850,5;Ветчина и сыр;Продукты;Италия
08/11/13 00:00;4;5;311,85;Крем вино;Продукты;Италия
08/11/13 00:00;4;5;1948,05;Виноград;Продукты;Италия
08/11/13 00:00;4;5;101,25;Паром в Неаполь ;Проезд;Италия
08/11/13 00:00;4;5;680,4;Пицца в Неаполе ;Кафе и рестораны;Италия
08/11/13 00:00;4;5;2025;Ремень;Одежда, обувь, аксессуары;Италия
08/11/13 00:00;4;5;2004,75;Рим;Гостиница;Италия
08/11/13 00:00;4;5;214,65;Ужин в Риме ;Кафе и рестораны;Италия
08/11/13 00:00;4;5;532,17;Мороженое;Кафе и рестораны;Италия
08/11/13 00:00;4;5;970,785;Масло и кофе;Продукты;Италия
08/11/13 00:00;4;5;4455;Граппа и продукты;Продукты;Италия
08/11/13 00:00;4;5;121,5;Сумка и кошелек ;Одежда, обувь, аксессуары;Италия
08/11/13 00:00;4;5;1134;Метро;Проезд;Италия
08/11/13 00:00;4;5;52,65;Билеты в аэропорт;Проезд;Италия
09/11/13 00:00;4;6;826,2;Кофе;Кафе и рестораны;Италия
09/11/13 00:00;4;6;20,4;Карандаши и фломастеры;Прочие расходы;Италия
09/11/13 00:00;4;6;85;Кофе;Кафе и рестораны;Россия
09/11/13 00:00;4;6;85;Кофе;Прочие расходы;Россия
09/11/13 00:00;4;6;27;;Проезд;Россия
10/11/13 00:00;4;7;931,73;;Продукты;Россия
11/11/13 00:00;5;1;682,42;;Проценты по кредиту;Россия
11/11/13 00:00;5;1;143;;Для крыс;Россия
11/11/13 00:00;5;1;18210;;Электроника;Россия
11/11/13 00:00;5;1;439,91;;Продукты;Россия
12/11/13 00:00;5;2;5000;;Прочие расходы;Россия
12/11/13 00:00;5;2;17150,63;;Отпуск;Россия
12/11/13 00:00;5;2;20000;;Прочие расходы;Россия
12/11/13 00:00;5;2;37;;Продукты;Россия
13/11/13 00:00;5;3;51;;Проезд;Россия
13/11/13 00:00;5;3;86;;Продукты;Россия
13/11/13 00:00;5;3;100;;Прочие расходы;Россия
13/11/13 00:00;5;3;27;;Проезд;Россия
13/11/13 00:00;5;3;1290;Кулер;Электроника;Россия
13/11/13 00:00;5;3;400;День рождения коллег;Подарки;Россия
13/11/13 00:00;5;3;259;Мышь;Электроника;Россия
13/11/13 00:00;5;3;27;;Проезд;Россия
13/11/13 00:00;5;3;121,3;;Продукты;Россия
13/11/13 00:00;5;3;27;;Проезд;Россия
14/11/13 00:00;5;4;10000;;Проезд;Россия
14/11/13 00:00;5;4;1000;Книга в лабиринте;Подарки;Россия
14/11/13 00:00;5;4;1000;;Прочие расходы;Россия
14/11/13 00:00;5;4;126;;Продукты;Россия
14/11/13 00:00;5;4;387,9;;Продукты;Россия
15/11/13 00:00;5;5;78,85;;Ремонт;Россия
15/11/13 00:00;5;5;827,6;;Ремонт;Россия
16/11/13 00:00;5;6;100;;Прочие расходы;Россия
16/11/13 00:00;5;6;27;;Проезд;Россия
16/11/13 00:00;5;6;54;;Проезд;Россия
16/11/13 00:00;5;6;75;;Билеты;Россия
16/11/13 00:00;5;6;25;;Проезд;Россия
16/11/13 00:00;5;6;136;;Продукты;Россия
16/11/13 00:00;5;6;104;;Продукты;Россия
16/11/13 00:00;5;6;60;;Продукты;Россия
17/11/13 00:00;5;7;500;;Прочие расходы;Россия
17/11/13 00:00;5;7;5400;Билеты в Калининград ;Проезд;Россия
18/11/13 00:00;6;1;426,49;Чехол для айпада ;Электроника;Россия
18/11/13 00:00;6;1;1;Авторизация по карте;Приложение для телефона;Россия
18/11/13 00:00;6;1;5;;Прочие расходы;Россия
18/11/13 00:00;6;1;50;Комиссия за перевод;Комиссия банка;Россия
18/11/13 00:00;6;1;274,46;;Проценты по кредиту;Россия
18/11/13 00:00;6;1;95,7;;Корректировка;Россия
18/11/13 00:00;6;1;37,9;;Продукты;Россия
18/11/13 00:00;6;1;66;;Продукты;Россия
18/11/13 00:00;6;1;102,35;;Продукты;Россия
18/11/13 00:00;6;1;102,35;;Прочие расходы;Россия
20/11/13 00:00;6;3;28,8;;Продукты;Россия
20/11/13 00:00;6;3;1289,56;;Продукты;Россия
20/11/13 00:00;6;3;438;;Для крыс;Россия
20/11/13 00:00;6;3;732;;Продукты;Россия
20/11/13 00:00;6;3;188,7;;Продукты;Россия
21/11/13 00:00;6;4;188,7;;Продукты;Россия
21/11/13 00:00;6;4;277,64;;Электроника;Россия
21/11/13 00:00;6;4;205,85;;Проценты по кредиту;Россия
21/11/13 00:00;6;4;1710;;Для Насти;Россия
21/11/13 00:00;6;4;5000;За ноябрь;Ипотека;Россия
21/11/13 00:00;6;4;5000;;Прочие расходы;Россия
22/11/13 00:00;6;5;68,62;;Проценты по кредиту;Россия
22/11/13 00:00;6;5;221;;Продукты;Россия
23/11/13 00:00;6;6;100;;Прочие расходы;Россия
23/11/13 00:00;6;6;23;;Проезд;Россия
23/11/13 00:00;6;6;27;;Проезд;Россия
23/11/13 00:00;6;6;26,5;;Проезд;Россия
23/11/13 00:00;6;6;414,9;;Лечение и лекарства;Россия
23/11/13 00:00;6;6;74,5;;Ремонт;Россия
24/11/13 00:00;6;7;26,5;;Проезд;Россия
24/11/13 00:00;6;7;100;;Прочие расходы;Россия
24/11/13 00:00;6;7;23,5;;Проезд;Россия
24/11/13 00:00;6;7;4511,3;;Проезд;Россия
24/11/13 00:00;6;7;127;;Продукты;Россия
24/11/13 00:00;6;7;223;;Продукты;Россия
24/11/13 00:00;6;7;127;;Продукты;Россия
24/11/13 00:00;6;7;1353,05;;Продукты;Россия
25/11/13 00:00;7;1;425,85;;Продукты;Россия
26/11/13 00:00;7;2;100;;Для Насти;Россия
27/11/13 00:00;7;3;22;;Продукты;Россия
27/11/13 00:00;7;3;169;;Продукты;Россия
28/11/13 00:00;7;4;47,41;;Продукты;Россия
28/11/13 00:00;7;4;193;;Продукты;Россия
28/11/13 00:00;7;4;1400;;Прочие расходы;Россия
29/11/13 00:00;7;5;399,33;;Ремонт;Россия
30/11/13 00:00;7;6;25,5;;Проезд;Россия
30/11/13 00:00;7;6;24;;Проезд;Россия
30/11/13 00:00;7;6;300;Выставка Сталлоне ;Билеты;Россия
30/11/13 00:00;7;6;99;;Приложение для телефона;Россия
01/12/13 00:00;7;7;169;;Приложение для телефона;Россия
01/12/13 00:00;7;7;642,82;;Продукты;Россия
01/12/13 00:00;7;7;110;;Продукты;Россия
01/12/13 00:00;7;7;350;;Интернет;Россия
02/12/13 00:00;8;1;37,89;;Корректировка;Россия
02/12/13 00:00;8;1;336,15;;Проценты по кредиту;Россия
03/12/13 00:00;8;2;74;;Продукты;Россия
03/12/13 00:00;8;2;12000;;Прочие расходы;Россия
03/12/13 00:00;8;2;908,55;Угощения в класс;Для Насти;Россия
04/12/13 00:00;8;3;7000;ДР+платье;Для Насти;Россия
05/12/13 00:00;8;4;506,8;;Продукты;Россия
05/12/13 00:00;8;4;129;;Приложение для телефона;Россия
05/12/13 00:00;8;4;426,52;;Продукты;Россия
06/12/13 00:00;8;5;9000;Имплантация;Лечение и лекарства;Россия
06/12/13 00:00;8;5;1000;Имплантация;Лечение и лекарства;Россия
07/12/13 00:00;8;6;449;Тортики на ДР;Для Насти;Россия
07/12/13 00:00;8;6;1200;Билеты в зоопарк для гостей;Для Насти;Россия
07/12/13 00:00;8;6;89,24;Соки на ДР;Для Насти;Россия
08/12/13 00:00;8;7;2382,1;;Лечение и лекарства;Россия
10/12/13 00:00;9;2;1681,31;;Проценты по кредиту;Россия
11/12/13 00:00;9;3;1063;;Корректировка;Россия
11/12/13 00:00;9;3;971,42;;Проценты по кредиту;Россия
11/12/13 00:00;9;3;400;На панорамный снимок;Лечение и лекарства;Россия
11/12/13 00:00;9;3;45;;Продукты;Россия
11/12/13 00:00;9;3;3000;;Прочие расходы;Россия
11/12/13 00:00;9;3;2579;Фотоальбом;Прочие расходы;Россия
11/12/13 00:00;9;3;35;;Проезд;Россия
11/12/13 00:00;9;3;1555,51;;Продукты;Россия
11/12/13 00:00;9;3;169;;Приложение для телефона;Россия
12/12/13 00:00;9;4;300;;Для крыс;Россия
12/12/13 00:00;9;4;21000;;Прочие расходы;Россия
12/12/13 00:00;9;4;1270,96;Фотографии;Прочие расходы;Россия
12/12/13 00:00;9;4;3229,04;;Коммунальные платежи;Россия
12/12/13 00:00;9;4;1400;Английский;Обучение, книги;Россия
12/12/13 00:00;9;4;5000;;Ипотека;Россия
12/12/13 00:00;9;4;1;;Корректировка;Россия
12/12/13 00:00;9;4;6000;;Подарки;Россия
13/12/13 00:00;9;5;2842;Роутер + допгарантия;Электроника;Россия
13/12/13 00:00;9;5;206,8;;Ремонт;Россия
13/12/13 00:00;9;5;100;;Прочие расходы;Россия
13/12/13 00:00;9;5;26;;Проезд;Россия
13/12/13 00:00;9;5;1615,15;;Коммунальные платежи;Россия
13/12/13 00:00;9;5;27;;Проезд;Россия
13/12/13 00:00;9;5;156407,24;;Прочие расходы;Россия
14/12/13 00:00;9;6;28;;Проезд;Россия
14/12/13 00:00;9;6;27;;Проезд;Россия
14/12/13 00:00;9;6;7660;;Прочие расходы;Россия
14/12/13 00:00;9;6;199;;Прочие расходы;Россия
14/12/13 00:00;9;6;27;;Проезд;Россия
14/12/13 00:00;9;6;225,95;;Продукты;Россия
14/12/13 00:00;9;6;100;;Продукты;Россия
14/12/13 00:00;9;6;54000;;Прочие расходы;Россия
14/12/13 00:00;9;6;59000;;Прочие расходы;Россия
15/12/13 00:00;9;7;836,95;;Продукты;Россия
16/12/13 00:00;10;1;200;;Подарки;Россия
16/12/13 00:00;10;1;2000;;Прочие расходы;Россия
16/12/13 00:00;10;1;165;;Мобильная связь;Россия
16/12/13 00:00;10;1;850;Стрижка;Прочие расходы;Россия
17/12/13 00:00;10;2;37;;Продукты;Россия
17/12/13 00:00;10;2;1070;;Одежда, обувь, аксессуары;Россия
17/12/13 00:00;10;2;84,05;;Корректировка;Россия
17/12/13 00:00;10;2;203,24;;Продукты;Россия
18/12/13 00:00;10;3;1200;;Прочие расходы;Россия
18/12/13 00:00;10;3;230;;Для крыс;Россия
19/12/13 00:00;10;4;25;;Продукты;Россия
19/12/13 00:00;10;4;150;;Лечение и лекарства;Россия
19/12/13 00:00;10;4;60;;Продукты;Россия
19/12/13 00:00;10;4;399;;Продукты;Россия
21/12/13 00:00;10;6;374,59;;Продукты;Россия
21/12/13 00:00;10;6;100;;Для Насти;Россия
21/12/13 00:00;10;6;77;;Продукты;Россия
21/12/13 00:00;10;6;35;;Продукты;Россия
21/12/13 00:00;10;6;50;;Прочие расходы;Россия
21/12/13 00:00;10;6;27;;Проезд;Россия
21/12/13 00:00;10;6;28;;Для Насти;Россия
21/12/13 00:00;10;6;25;;Проезд;Россия
23/12/13 00:00;11;1;4000;;Прочие расходы;Россия
23/12/13 00:00;11;1;35;;Проезд;Россия
23/12/13 00:00;11;1;750;Вступительный взнос на НГ;Отдых и развлечения;Россия
23/12/13 00:00;11;1;28;;Проезд;Россия
23/12/13 00:00;11;1;725,29;;Продукты;Россия
23/12/13 00:00;11;1;750;;Отдых и развлечения;Россия
23/12/13 00:00;11;1;1000;;Подарки;Россия
24/12/13 00:00;11;2;25;;Проезд;Россия
24/12/13 00:00;11;2;35;;Проезд;Россия
24/12/13 00:00;11;2;49,51;;Корректировка;Россия
25/12/13 00:00;11;3;207,15;;Проценты по кредиту;Россия
25/12/13 00:00;11;3;119;;Интернет;Россия
25/12/13 00:00;11;3;5;;Прочие расходы;Россия
25/12/13 00:00;11;3;54;;Прочие расходы;Россия
25/12/13 00:00;11;3;27;;Проезд;Россия
25/12/13 00:00;11;3;46;;Проезд;Россия
25/12/13 00:00;11;3;100;Благотворительность;Прочие расходы;Россия
25/12/13 00:00;11;3;35;;Проезд;Россия
25/12/13 00:00;11;3;800;;Одежда, обувь, аксессуары;Россия
25/12/13 00:00;11;3;35;;Проезд;Россия
25/12/13 00:00;11;3;800;;Прочие расходы;Россия
25/12/13 00:00;11;3;348,61;;Продукты;Россия
26/12/13 00:00;11;4;25;;Проезд;Россия
26/12/13 00:00;11;4;15000;;Прочие расходы;Россия
26/12/13 00:00;11;4;239;;Корректировка;Россия
26/12/13 00:00;11;4;2470;;Отдых и развлечения;Россия
26/12/13 00:00;11;4;100;;Отдых и развлечения;Россия
27/12/13 00:00;11;5;200;;Подарки;Россия
27/12/13 00:00;11;5;349,2;;Продукты;Россия
27/12/13 00:00;11;5;50;;Прочие расходы;Россия
27/12/13 00:00;11;5;27;;Проезд;Россия
27/12/13 00:00;11;5;27;;Проезд;Россия
27/12/13 00:00;11;5;18000;;Прочие расходы;Россия
27/12/13 00:00;11;5;17000;;Электроника;Россия
27/12/13 00:00;11;5;413,1;;Продукты;Россия
28/12/13 00:00;11;6;4000;На кредит;Прочие расходы;Россия
28/12/13 00:00;11;6;1859;;Корректировка;Россия
28/12/13 00:00;11;6;161,8;;Продукты;Россия
28/12/13 00:00;11;6;1089;;Отдых и развлечения;Россия
29/12/13 00:00;11;7;1490;Чехол;Электроника;Россия
29/12/13 00:00;11;7;35;;Проезд;Россия
29/12/13 00:00;11;7;35;;Проезд;Россия
29/12/13 00:00;11;7;250;Подшив;Одежда, обувь, аксессуары;Россия
30/12/13 00:00;12;1;338,9;;Продукты;Россия
30/12/13 00:00;12;1;100;;Прочие расходы;Россия
30/12/13 00:00;12;1;27;;Проезд;Россия
30/12/13 00:00;12;1;350;Конфеты;Подарки;Россия
01/01/14 00:00;13;3;840,18;;Продукты;Россия
01/01/14 00:00;13;3;80;;Проезд;Россия
01/01/14 00:00;13;3;30;;Проезд;Россия
01/01/14 00:00;13;3;1109,42;;Продукты;Россия
01/01/14 00:00;13;3;60;;Проезд;Россия
01/01/14 00:00;13;3;1529,1;;Продукты;Россия
02/01/14 00:00;13;4;40;;Проезд;Россия
02/01/14 00:00;13;4;40;;Проезд;Россия
02/01/14 00:00;13;4;150;;Отдых и развлечения;Россия
02/01/14 00:00;13;4;84,9;;Продукты;Россия
02/01/14 00:00;13;4;1100;;Прочие расходы;Россия
03/01/14 00:00;13;5;461,8;;Продукты;Россия
03/01/14 00:00;13;5;3000;Фотосессия;Прочие расходы;Россия
03/01/14 00:00;13;5;40;;Проезд;Россия
04/01/14 00:00;13;6;150;;Продукты;Россия
04/01/14 00:00;13;6;30;;Проезд;Россия
04/01/14 00:00;13;6;30;;Проезд;Россия
04/01/14 00:00;13;6;200;;Билеты;Россия
04/01/14 00:00;13;6;30;;Проезд;Россия
04/01/14 00:00;13;6;60;;Продукты;Россия
04/01/14 00:00;13;6;25;;Продукты;Россия
04/01/14 00:00;13;6;30;;Проезд;Россия
04/01/14 00:00;13;6;395,9;;Продукты;Россия
04/01/14 00:00;13;6;250;;Продукты;Россия
05/01/14 00:00;13;7;1250;Кино;Билеты;Россия
05/01/14 00:00;13;7;776,9;;Продукты;Россия
06/01/14 00:00;14;1;699;;Подарки;Россия
06/01/14 00:00;14;1;30;;Проезд;Россия
07/01/14 00:00;14;2;13;;Продукты;Россия
08/01/14 00:00;14;3;190;;Подарки;Россия
08/01/14 00:00;14;3;26;;Проезд;Россия
08/01/14 00:00;14;3;35;;Проезд;Россия
08/01/14 00:00;14;3;269;;Подарки;Россия
08/01/14 00:00;14;3;48;;Проезд;Россия
08/01/14 00:00;14;3;5000;Обеды;Для Насти;Россия
08/01/14 00:00;14;3;5000;;Лечение и лекарства;Россия
08/01/14 00:00;14;3;550,3;;Продукты;Россия
08/01/14 00:00;14;3;104;;Продукты;Россия
10/01/14 00:00;14;5;89;Батарейки;Прочие расходы;Россия
10/01/14 00:00;14;5;13100;;Прочие расходы;Россия
10/01/14 00:00;14;5;533,23;;Продукты;Россия
10/01/14 00:00;14;5;400;;Интернет;Россия
10/01/14 00:00;14;5;3068,96;;Коммунальные платежи;Россия
11/01/14 00:00;14;6;5000;;Прочие расходы;Россия
11/01/14 00:00;14;6;156,4;;Ремонт;Россия
11/01/14 00:00;14;6;390,5;Быт. Химия;Продукты;Россия
11/01/14 00:00;14;6;110,38;;Продукты;Россия
11/01/14 00:00;14;6;10000;Платёж по кредиту;Прочие расходы;Россия
11/01/14 00:00;14;6;32000;Платёж по кредиту;Прочие расходы;Россия
11/01/14 00:00;14;6;16100;;Прочие расходы;Россия
11/01/14 00:00;14;6;5000;Зубы;Лечение и лекарства;Россия
11/01/14 00:00;14;6;5000;Имплантация;Лечение и лекарства;Россия
11/01/14 00:00;14;6;2000;На английский;Для Насти;Россия
12/01/14 00:00;14;7;1107,21;;Продукты;Россия
13/01/14 00:00;15;1;35;;Продукты;Россия
13/01/14 00:00;15;1;25;;Проезд;Россия
13/01/14 00:00;15;1;251,7;;Продукты;Россия
14/01/14 00:00;15;2;78,2;;Продукты;Россия
15/01/14 00:00;15;3;25;;Проезд;Россия
15/01/14 00:00;15;3;192;;Продукты;Россия
15/01/14 00:00;15;3;59,2;;Продукты;Россия
15/01/14 00:00;15;3;852,2;;Продукты;Россия
16/01/14 00:00;15;4;57,4;;Продукты;Россия
16/01/14 00:00;15;4;5000;;Ипотека;Россия
17/01/14 00:00;15;5;65,4;;Продукты;Россия
18/01/14 00:00;15;6;1402,71;;Продукты;Россия
18/01/14 00:00;15;6;100;;Проезд;Россия
18/01/14 00:00;15;6;850;Стиль на сцене ;Билеты;Россия
18/01/14 00:00;15;6;30;;Продукты;Россия
18/01/14 00:00;15;6;100;;Корректировка;Россия
20/01/14 00:00;16;1;200;;Подарки;Россия
21/01/14 00:00;16;2;37;;Продукты;Россия
21/01/14 00:00;16;2;25;;Проезд;Россия
22/01/14 00:00;16;3;200;;Подарки;Россия
22/01/14 00:00;16;3;690,02;;Продукты;Россия
23/01/14 00:00;16;4;1000;Мед. справка;Прочие расходы;Россия
23/01/14 00:00;16;4;150;За перевыпуск карты;Комиссия банка;Россия
23/01/14 00:00;16;4;25;;Продукты;Россия
24/01/14 00:00;16;5;41;;Продукты;Россия
24/01/14 00:00;16;5;24,3;;Продукты;Россия
24/01/14 00:00;16;5;370;;Для крыс;Россия
24/01/14 00:00;16;5;1585,9;;Ремонт;Россия
24/01/14 00:00;16;5;371,97;;Ремонт;Россия
26/01/14 00:00;16;7;400,92;;Ремонт;Россия
26/01/14 00:00;16;7;1563,24;;Продукты;Россия
26/01/14 00:00;16;7;16551;;Ремонт;Россия
26/01/14 00:00;16;7;220;;Корректировка;Россия
26/01/14 00:00;16;7;69;;Корректировка;Россия
26/01/14 00:00;16;7;50;;Проезд;Россия
27/01/14 00:00;17;1;2500;;Прочие расходы;Россия
27/01/14 00:00;17;1;860;Комиссия за выдачу водительского удостоверения ;Прочие расходы;Россия
27/01/14 00:00;17;1;40;;Мобильная связь;Россия
27/01/14 00:00;17;1;50;Копия мед. справки;Прочие расходы;Россия
27/01/14 00:00;17;1;30;;Проезд;Россия
27/01/14 00:00;17;1;100;Снятие в 2500 в юникредитбанк;Комиссия банка;Россия
28/01/14 00:00;17;2;50;;Проезд;Россия
28/01/14 00:00;17;2;58,9;;Продукты;Россия
28/01/14 00:00;17;2;1049,89;;Продукты;Россия
29/01/14 00:00;17;3;550;;Прочие расходы;Россия
30/01/14 00:00;17;4;35000;На досрочное погашение;Прочие расходы;Россия
30/01/14 00:00;17;4;500;;Подарки;Россия
30/01/14 00:00;17;4;211,12;;Ремонт;Россия
30/01/14 00:00;17;4;76,26;;Ремонт;Россия
30/01/14 00:00;17;4;91,7;;Продукты;Россия
31/01/14 00:00;17;5;700;;Кафе и рестораны;Россия
02/02/14 00:00;17;7;56,8;;Продукты;Россия
03/02/14 00:00;18;1;50;;Проезд;Россия
03/02/14 00:00;18;1;73,72;;Продукты;Россия
03/02/14 00:00;18;1;113,5;;Продукты;Россия
03/02/14 00:00;18;1;16,9;;Продукты;Россия
03/02/14 00:00;18;1;850;Принтер samsung;Электроника;Россия
03/02/14 00:00;18;1;1000;;Прочие расходы;Россия
04/02/14 00:00;18;2;18,5;;Корректировка;Россия
04/02/14 00:00;18;2;25;;Продукты;Россия
04/02/14 00:00;18;2;25;;Проезд;Россия
04/02/14 00:00;18;2;500;;Интернет;Россия
05/02/14 00:00;18;3;38,8;;Продукты;Россия
05/02/14 00:00;18;3;38,8;;Продукты;Россия
07/02/14 00:00;18;5;25;;Проезд;Россия
07/02/14 00:00;18;5;35;;Проезд;Россия
07/02/14 00:00;18;5;35;;Прочие расходы;Россия
07/02/14 00:00;18;5;15;;Продукты;Россия
