date;week;weekday;value;target;category;place
11/05/13 19:11;72;6;318;;красота;
11/05/13 19:23;72;6;898,04;;одежда;
11/05/13 19:43;72;6;3 869;Ортопедические стельки;спорт;
11/05/13 20:21;72;6;2 018,1;;супермаркеты;
13/05/13 21:51;73;1;85;;супермаркеты;
15/05/13 15:01;73;3;770;;кино;
16/05/13 09:58;73;4;1 060;Алые паруса;супермаркеты;
17/05/13 14:00;73;5;5 000;;наличные;
17/05/13 14:40;73;5;330;Глобус-гурмэ;супермаркеты;
21/05/13 14:49;74;2;922,5;Осенний гром;спорт;
21/05/13 22:05;74;2;1 228,19;Кулинар;супермаркеты;
22/05/13 18:17;74;3;4 845;Всё для велика;спорт;
22/05/13 19:08;74;3;2 250;;рестораны;
23/05/13 00:00;74;4;132;;музыка;
23/05/13 00:00;74;4;99;;музыка;
23/05/13 14:17;74;4;300;Хостинг (datalaboratory/ru);работа;
24/05/13 00:00;74;5;33;;музыка;
24/05/13 00:00;74;5;169;;музыка;
24/05/13 01:42;74;5;500;Хостинг;работа;
24/05/13 12:26;74;5;576;Джаганнат;рестораны;
24/05/13 18:43;74;5;1 025;Московский марафон;спорт;
28/05/13 18:32;75;2;300;Мобильный;мобильный;
28/05/13 19:03;75;2;108,5;Азбука вкуса;супермаркеты;
28/05/13 21:59;75;2;588;Азбука вкуса;супермаркеты;
29/05/13 15:45;75;3;641,7;Алые паруса;супермаркеты;
29/05/13 18:05;75;3;1 361,2;Билет в Брянск;транспорт;
29/05/13 18:07;75;3;557,7;Билет из Брянска;транспорт;
29/05/13 18:40;75;3;15 221,55;Билеты в Хорватию;транспорт;
31/05/13 19:48;75;5;210;Прайм;рестораны;
01/06/13 12:00;75;6;5 000;;наличные;
01/06/13 12:00;75;6;10 000;;наличные;
04/06/13 00:00;76;2;260,26;;книги;
04/06/13 17:04;76;2;386;Глобус-гурмэ;супермаркеты;
05/06/13 15:43;76;3;410;Джаганнат;рестораны;
05/06/13 16:07;76;3;3 000;;наличные;
05/06/13 22:31;76;3;390;Искра;рестораны;
07/06/13 20:54;76;5;100;Мобильный;мобильный;
09/06/13 11:41;76;7;260,97;Алые паруса;супермаркеты;
09/06/13 16:58;76;7;1 514;Лаш;красота;
11/06/13 18:31;77;2;340;Хлеб насущный;рестораны;
11/06/13 21:16;77;2;841,5;Азбука вкуса;супермаркеты;
11/06/13 21:27;77;2;194,5;Азбука вкуса;супермаркеты;
12/06/13 16:12;77;3;1 805;WT4;рестораны;
12/06/13 18:38;77;3;330;Starbucks;рестораны;
13/06/13 21:08;77;4;1 867,5;;рестораны;
15/06/13 11:23;77;6;300;Мобильный;мобильный;
15/06/13 18:39;77;6;3 000;;наличные;
15/06/13 20:02;77;6;466,5;Му-му;рестораны;
16/06/13 19:22;77;7;762;Джаганнат;рестораны;
17/06/13 11:19;78;1;475;Хлеб насущный;рестораны;
17/06/13 17:37;78;1;1 590,59;Алые паруса;супермаркеты;
18/06/13 18:39;78;2;555;Чайковский (с Артёмом Поликарповым);рестораны;
19/06/13 17:53;78;3;5 940;Моё дело;работа;
19/06/13 22:53;78;3;630;Искра;рестораны;
20/06/13 15:14;78;4;5 000;;наличные;
20/06/13 22:48;78;4;875;Фреш;рестораны;
22/06/13 14:39;78;6;1 160;Хлеб насущный;рестораны;
23/06/13 20:55;78;7;457,81;Алые паруса;супермаркеты;
24/06/13 21:29;79;1;392;Джаганнат;рестораны;
25/06/13 11:53;79;2;115,8;Кулинар;супермаркеты;
25/06/13 12:39;79;2;3 738,6;Билеты в Питер (на троих);транспорт;
25/06/13 12:40;79;2;3 891,6;Билеты из Питера (на троих);транспорт;
25/06/13 21:05;79;2;2 490,97;Алые паруса;супермаркеты;
27/06/13 13:57;79;4;8 247;;подарки;
29/06/13 13:08;79;6;500;Мобильный;мобильный;
02/07/13 10:05;80;2;621,76;Красочный забег;спорт;
02/07/13 18:36;80;2;464;Джаганнат;рестораны;
02/07/13 19:33;80;2;1 292,04;Алые паруса;супермаркеты;
03/07/13 13:24;80;3;100;Мобильный;мобильный;
03/07/13 19:06;80;3;1 490;Книги, бумага, тетради;книги;
04/07/13 00:00;80;4;329;;музыка;
04/07/13 00:00;80;4;337,96;;книги;
04/07/13 19:57;80;4;5 990;Кроссовки Mizuno Wave Inspire;спорт;
05/07/13 20:47;80;5;2 999;Платье, Gap;одежда;
06/07/13 00:00;80;6;257,86;;книги;
06/07/13 00:00;80;6;257,86;;книги;
06/07/13 00:00;80;6;257,86;;книги;
06/07/13 00:00;80;6;257,86;;книги;
06/07/13 00:00;80;6;257,86;;книги;
07/07/13 13:09;80;7;388,87;Кулинар;супермаркеты;
08/07/13 11:27;81;1;340;Двусторонний скотч;книги;
09/07/13 12:07;81;2;100;Мобильный;мобильный;
09/07/13 14:02;81;2;3 330;Принтер;техника;
10/07/13 15:02;81;3;309,32;Базар;рестораны;
10/07/13 15:37;81;3;200;Базар;рестораны;
11/07/13 11:00;81;4;5 000;;наличные;
11/07/13 11:06;81;4;570,99;Алые паруса;супермаркеты;
11/07/13 17:03;81;4;209;Пластырь;медицина;Питер
12/07/13 15:33;81;5;365;Троицкий мост, Питер;рестораны;Питер
12/07/13 15:46;81;5;117;Троицкий мост, Питер;рестораны;Питер
12/07/13 19:41;81;5;170;Бабл-мания, Питер;рестораны;Питер
14/07/13 21:47;81;7;666,27;Бейскемп;работа;
15/07/13 12:00;82;1;25 000;;наличные;
15/07/13 14:35;82;1;100;Мобильный;мобильный;
16/07/13 19:00;82;2;6 500;;наличные;
18/07/13 00:31;82;4;5 000;;наличные;
24/07/13 17:44;83;3;7 500;;наличные;
24/07/13 17:45;83;3;7 500;;наличные;
24/07/13 17:46;83;3;6 000;;наличные;
24/07/13 17:47;83;3;5 000;;наличные;
25/07/13 00:00;83;4;1 662,01;;работа;
26/07/13 00:00;83;5;99;;музыка;
29/07/13 15:16;84;1;1 039,21;Страховка, Хорватия;путешествия;
30/07/13 18:00;84;2;35 000;;наличные;
01/08/13 00:00;84;4;606,9;;книги;
05/08/13 13:00;85;1;17 000;;наличные;
05/08/13 13:00;85;1;20 000;;наличные;
10/08/13 00:00;85;6;314,77;;книги;
10/08/13 00:00;85;6;285,27;;книги;
11/08/13 15:53;85;7;768;Рыбная мануфактура;супермаркеты;
13/08/13 00:00;86;2;69;;музыка;
14/08/13 12:00;86;3;21 000;;наличные;
14/08/13 21:46;86;3;671,98;Бейскемп;работа;
16/08/13 20:58;86;5;690;;рестораны;Питер
17/08/13 18:00;86;6;3 000;;наличные;Питер
18/08/13 13:59;86;7;640;Кококо, Питер;рестораны;Питер
18/08/13 19:05;86;7;103;КФС, Питер;рестораны;Питер
18/08/13 19:32;86;7;150;Ресторан «Гастроном»;рестораны;Питер
18/08/13 21:58;86;7;118,4;;супермаркеты;Питер
19/08/13 15:00;87;1;3 000;;наличные;
20/08/13 17:45;87;2;1 620;Хостинг;работа;
22/08/13 00:00;87;4;748;;работа;
23/08/13 13:36;87;5;10 000;;наличные;
23/08/13 13:37;87;5;10 000;;наличные;
23/08/13 13:38;87;5;10 000;;наличные;
23/08/13 13:39;87;5;10 000;;наличные;
23/08/13 13:40;87;5;10 000;;наличные;
23/08/13 13:42;87;5;10 000;;наличные;
26/08/13 12:44;88;1;5 999,34;;наличные;загреб
27/08/13 20:14;88;2;748,06;Шлёпанцы, Nike;спорт;загреб
29/08/13 11:26;88;4;5 933,5;;наличные;паг
29/08/13 13:49;88;4;11 867;;наличные;паг
29/08/13 21:24;88;4;3 561,8;;наличные;паг
02/09/13 15:00;89;1;223,8;Скайп;работа;паг
02/09/13 16:28;89;1;501,19;Супермаркет Plodine, Паг, Хорватия;супермаркеты;паг
04/09/13 14:11;89;3;298,49;Супермаркет Plodine, Паг, Хорватия;супермаркеты;паг
05/09/13 11:00;89;4;223,72;Скайп;работа;паг
10/09/13 17:34;90;2;820;Лаш;красота;
10/09/13 17:39;90;2;249;Карандаш для глаз;красота;
10/09/13 19:10;90;2;528,28;Кулинар;супермаркеты;
11/09/13 11:00;90;3;29 000;;наличные;
11/09/13 11:00;90;3;20 000;;наличные;
11/09/13 00:00;90;3;99;;музыка;
14/09/13 21:46;90;6;658,74;Бейскемп;работа;
16/09/13 19:51;91;1;579,28;Кулинар;супермаркеты;
17/09/13 18:59;91;2;530;Данкин-донатс (в честь марафона);рестораны;
17/09/13 20:42;91;2;2 204,07;Алые паруса;супермаркеты;
18/09/13 12:42;91;3;1 619,17;За свет;ЖКХ;
19/09/13 17:47;91;4;3 000;;наличные;
20/09/13 19:17;91;5;807,89;Алые паруса;супермаркеты;
20/09/13 19:26;91;5;1 149,4;Алые паруса;супермаркеты;
21/09/13 00:00;91;6;33;;музыка;
21/09/13 11:42;91;6;7 500;;наличные;
21/09/13 11:43;91;6;7 500;;наличные;
21/09/13 11:44;91;6;7 500;;наличные;
21/09/13 11:45;91;6;5 000;;наличные;
21/09/13 11:45;91;6;7 500;;наличные;
21/09/13 11:46;91;6;5 000;;наличные;
21/09/13 13:32;91;6;1 028,6;Билеты из Питера;транспорт;
21/09/13 13:33;91;6;1 028,6;Билеты в Питер;транспорт;
21/09/13 13:36;91;6;533,4;Билеты из Брянска;транспорт;
21/09/13 13:37;91;6;533,4;Билеты в Брянск;транспорт;
22/09/13 11:28;91;7;333;Джаганнат;рестораны;
25/09/13 14:00;92;3;22 500;;наличные;
25/09/13 17:09;92;3;886,43;Кулинар;супермаркеты;
25/09/13 18:25;92;3;785,98;Алые паруса;супермаркеты;
26/09/13 14:24;92;4;2 652;Билеты из Самары;транспорт;
26/09/13 14:24;92;4;3 436,4;Билеты в Самару;транспорт;
26/09/13 21:36;92;4;91,9;Алые паруса;супермаркеты;
27/09/13 10:24;92;5;346,3;Алые паруса;супермаркеты;
27/09/13 13:08;92;5;385;Лаш;красота;
07/10/13 10:22;94;1;602,89;Алые паруса;супермаркеты;
11/10/13 18:06;94;5;7 500;;наличные;Самара
14/10/13 15:48;95;1;1 183,53;Алые паруса;супермаркеты;
14/10/13 16:24;95;1;423,53;Кулинар;супермаркеты;
14/10/13 22:06;95;1;658,2;Бейскемп;работа;
16/10/13 07:39;95;3;1 000;Интернет;ЖКХ;
17/10/13 15:36;95;4;660;;медицина;
17/10/13 19:32;95;4;244,1;Алые паруса;супермаркеты;
18/10/13 14:26;95;5;1 017;Тануки;рестораны;
18/10/13 18:17;95;5;1 028,52;Алые паруса;супермаркеты;
18/10/13 18:29;95;5;230,71;Кулинар;супермаркеты;
19/10/13 15:06;95;6;1 505;Перчатки, шапка и пр/;спорт;
19/10/13 16:10;95;6;253;Алые паруса;супермаркеты;
22/10/13 00:00;96;2;329;;музыка;
22/10/13 13:28;96;2;950;Red Espresso;рестораны;
23/10/13 12:30;96;3;2 729,48;Полярный полумарафон;спорт;
23/10/13 20:59;96;3;581;Джаганнат;рестораны;
23/10/13 21:27;96;3;257;Джаганнат;рестораны;
25/10/13 11:50;96;5;10 254,02;Билеты в Тромсё;транспорт;
25/10/13 11:53;96;5;3 600;Билеты в Осло;транспорт;
25/10/13 18:37;96;5;462,5;Рыбная мануфактура;супермаркеты;
25/10/13 18:48;96;5;742,49;Алые паруса;супермаркеты;
27/10/13 17:03;96;7;113;;медицина;
27/10/13 17:44;96;7;1 537,95;Алые паруса;супермаркеты;
27/10/13 17:46;96;7;7 500;;наличные;
27/10/13 17:47;96;7;5 000;;наличные;
29/10/13 18:06;97;2;126,5;;медицина;
29/10/13 21:02;97;2;600;Хостинг;работа;
10/11/13 00:16;98;7;660;«Географ глобус пропил»;кино;
11/11/13 00:00;99;1;354,65;;книги;
11/11/13 00:00;99;1;199;;музыка;
13/11/13 18:40;99;3;845;Две палочки;рестораны;
15/11/13 17:48;99;5;460;WT4;рестораны;
16/11/13 18:54;99;6;379,5;;супермаркеты;
17/11/13 17:00;99;7;244,7;Алые паруса;супермаркеты;
17/11/13 21:14;99;7;667;Бейскемп;работа;
18/11/13 19:27;100;1;440,5;Алые паруса;супермаркеты;
19/11/13 17:21;100;2;1 573,25;Виза в Норвегию;путешествия;
19/11/13 17:54;100;2;1 573,25;Виза в Норвегию;путешествия;
19/11/13 17:56;100;2;9 935,23;Билеты в Осло;транспорт;
19/11/13 17:57;100;2;9 935,23;Билеты в Осло;транспорт;
19/11/13 21:36;100;2;2 057,2;Билеты в Питер;транспорт;
19/11/13 21:36;100;2;2 974,2;Билеты из Питера;транспорт;
20/11/13 16:13;100;3;879,97;Алые паруса;супермаркеты;
21/11/13 20:42;100;4;465;Синнабон;рестораны;
23/11/13 13:00;100;6;45 289;Монитор Apple Cinema Display;техника;
23/11/13 17:01;100;6;650;Шоколадница;рестораны;
23/11/13 19:28;100;6;845;Лаш;красота;
23/11/13 23:45;100;6;922,9;Алые паруса;супермаркеты;
24/11/13 18:31;100;7;1 420,32;Алые паруса;супермаркеты;
25/11/13 16:00;101;1;36 637;Билеты на Бали;транспорт;
25/11/13 17:00;101;1;255;Starbucks;рестораны;
25/11/13 15:00;101;1;3 000;;наличные;
26/11/13 12:01;101;2;15 947;Икеа, мебель;дом;
26/11/13 12:43;101;2;1 100;Икеа, доставка;дом;
26/11/13 21:35;101;2;1 400;Коты;дом;
28/11/13 21:00;101;4;3 210,66;iStockphoto;работа;
29/11/13 13:49;101;5;1 620;Тануки;рестораны;
29/11/13 20:07;101;5;1 550;Хостинг;работа;
30/11/13 19:53;101;6;546,54;Алые паруса;супермаркеты;
01/12/13 22:00;101;7;1 930,67;Скайп;работа;
03/12/13 11:58;102;2;788,25;Алые паруса;супермаркеты;
06/12/13 09:00;102;5;554;Чайная ложка, Питер;рестораны;спб
06/12/13 16:41;102;5;874;Суши-вок, Питер;рестораны;спб
09/12/13 19:00;103;1;250;Starbucks;рестораны;
09/12/13 10:26;103;1;662,77;Алые паруса;супермаркеты;
11/12/13 21:45;103;3;1 229,17;Алые паруса;супермаркеты;
12/12/13 15:51;103;4;1 294;Рыбная мануфактура;супермаркеты;
13/12/13 17:00;103;5;445;Starbucks;рестораны;
13/12/13 12:01;103;5;876,59;Страховка, Норвегия;путешествия;
14/12/13 00:00;103;6;222,11;;книги;
15/12/13 20:23;103;7;869,63;Алые паруса;супермаркеты;
17/12/13 00:00;104;2;703,5;iStockphoto;работа;
17/12/13 21:16;104;2;670;Бейскемп;работа;
19/12/13 17:19;104;4;650;Поликлиника Литфонда;медицина;
20/12/13 07:51;104;5;190;Starbucks;рестораны;
21/12/13 19:51;104;6;191;Wendy’s;рестораны;
21/12/13 20:35;104;6;668;Ригла;медицина;
21/12/13 21:07;104;6;1 335;Азбука вкуса;супермаркеты;
22/12/13 18:43;104;7;495;Рыбная мануфактура;супермаркеты;
23/12/13 15:12;105;1;5 941,25;За свет;ЖКХ;
26/12/13 00:00;105;4;99;;музыка;
26/12/13 14:51;105;4;500;Платье, H&M;одежда;
26/12/13 19:59;105;4;6 360;;подарки;
26/12/13 20:55;105;4;2 460;Карнавальные костюмы для вечеринки;подарки;
27/12/13 20:50;105;5;1 195;Подарок из Лаш;подарки;
28/12/13 16:53;105;6;550;Рыбная мануфактура;супермаркеты;
28/12/13 17:15;105;6;679,74;Алые паруса;супермаркеты;
28/12/13 19:26;105;6;554,71;;супермаркеты;
31/12/13 13:23;106;2;640;Аэроэкспресс, Москва;транспорт;
31/12/13 15:05;106;2;1 859,81;Аэроэкспресс, Осло;транспорт;осло
31/12/13 16:41;106;2;6 377,95;Хостел, Anker Apartment;отели;осло
31/12/13 17:38;106;2;645,35;Супермаркет Deli de Luca;супермаркеты;осло
01/01/14 16:24;106;3;1 185,15;Супермаркет Joker;супермаркеты;осло
02/01/14 10:23;106;4;864,8;Проездной на сутки, Осло;транспорт;осло
02/01/14 11:41;106;4;1 189,14;Трамплин, Осло;музеи;осло
02/01/14 14:08;106;4;10 783,21;Платье, Marimekko;одежда;осло
02/01/14 14:52;106;4;1 864,8;Платье, COS;одежда;осло
03/01/14 06:33;106;5;756,91;Электричка в аэропорт;транспорт;осло
05/01/14 15:09;106;7;1 895,44;Egon;рестораны;тромсё
06/01/14 12:13;107;1;3 216,5;Пайпдрайв;работа;тромсё
07/01/14 15:00;107;2;4 935,06;;подарки;тромсё
07/01/14 00:11;107;2;16 153,83;;наличные;тромсё
07/01/14 18:01;107;2;1 605,73;;подарки;тромсё
08/01/14 15:26;107;3;712,29;Супермаркет Римми;супермаркеты;тромсё
09/01/14 19:40;107;4;4 174,98;;подарки;осло
10/01/14 00:00;107;5;324,62;Daily Rituals;книги;
10/01/14 18:41;107;5;1 077,2;Билет в Брянск;транспорт;
10/01/14 21:08;107;5;1 060;Тануки;рестораны;
12/01/14 18:00;107;7;2 254;Хостел Оли-Оли, Бали;отели;
12/01/14 15:00;107;7;3 000;;наличные;
12/01/14 18:15;107;7;415;Джаганнат;рестораны;
15/01/14 15:56;108;3;915,2;Билет из Брянска;транспорт;
17/01/14 21:12;108;5;682;Бейскемп;работа;
28/01/14 18:36;110;2;700;Buterbrod;рестораны;
29/01/14 00:17;110;3;416,3;Costa Coffee;рестораны;доха
29/01/14 17:02;110;3;867,86;;наличные;бали
29/01/14 17:13;110;3;3 616,3;;наличные;бали
31/01/14 11:37;110;5;7 353,4;;наличные;бали
31/01/14 16:09;110;5;1 740,63;Страховка, Бали;путешествия;бали
01/02/14 11:12;110;6;2 941,29;;наличные;бали
03/02/14 11:00;111;1;1 814,04;CANGGU DELI;супермаркеты;бали
03/02/14 14:15;111;1;7 363,64;;наличные;бали
03/02/14 14:16;111;1;5 891,13;;наличные;бали
06/02/14 00:00;111;4;199;Hooverphonic, Reflection;музыка;бали
07/02/14 17:12;111;5;300;Хостинг;работа;бали
10/02/14 09:39;112;1;3 717,51;Сёрфинг, Rip Curl;спорт;бали
17/02/14 21:13;113;1;716,00;Бейскемп;работа;бали
18/02/14 14:00;113;2;179,75;Почта;работа;бали
18/02/14 15:00;113;2;364,53;Обед в Desa Seni;рестораны;бали
19/02/14 12:00;113;3;4 181,81;Билеты в Джакарта, AirAsia;транспорт;бали
19/02/14 00:00;113;3;149,00;Anoushka Shankar;музыка;бали
20/02/14 15:00;113;4;1 309,99;Массаж в Desa Seni;спорт;бали
22/02/14 00:00;113;6;276,28;O. Sacks;книги;бали
23/02/14 19:00;113;7;439,71;Sushi Kiosk, Kuta;рестораны;бали
23/02/14 12:37;113;7;6 203,65;;наличные;бали
24/02/14 12:00;114;1;1 881,68;Массаж в Desa Seni;спорт;бали
25/02/14 10:48;114;2;39000;Билеты на Бали Диме;транспорт;
25/02/14 12:44;114;2;459,80 ;Билеты в Брянск;транспорт;бали
25/02/14 12:45;114;2;459,80 ;Билеты в Брянск;транспорт;бали
27/02/14 18:05;114;4;7 896,47;;наличные;бали
27/02/14 18:06;114;4;1 579,15;;наличные;бали
27/02/14 18:06;114;4;7 896,47;;наличные;бали
28/02/14 16:00;114;5;1 154,23;Массаж в Desa Seni;спорт;бали
02/03/14 18:00;114;7;2 874,41;Отель Fave, Джакарта;отели;бали
03/03/14 16:37;115;1;4 795,92;;наличные;бали
03/03/14 16:38;115;1;4 795,92;;наличные;бали
03/03/14 16:38;115;1;4 795,92;;наличные;бали
03/03/14 16:39;115;1;4 795,92;;наличные;бали
04/03/14 00:00;115;2;149,00 ;Broken Bells;музыка;бали
05/03/14 00:00;115;3;109,00 ;Earth, Wind and Fire;музыка;бали
05/03/14 21:03;115;3;737,63 ;Страховка Диме;путешествия;бали
06/03/14 17:00;115;4;1 566,21;Массаж в Desa Seni;спорт;бали
10/03/14 14:00;116;1;1 633,00 ;Tigalima Homestay, Джокьякарта;отели;бали
15/03/14 18:13;116;6;4 113,36;;наличные;бали
15/03/14 06:03;116;7;2 270,51;Боробудур;музеи;бали
17/03/14 21:15;117;1;748,00;Бейскемп;работа;бали
17/03/14 21:15;117;1;1 869,63;Дропл;работа;бали
